X,Y,Theta
52,56,9.81064e-06
86,9,-1.04719
115,47,3.14159
44,67,-3.14159
12,85,3.14159
27,69,3.14159
130,7,2.09441
66,84,-1.04719
82,37,2.09441
87,71,3.14159
18,68,-1.04719
136,83,-3.14159
142,2,9.81064e-06
148,31,1.04721
78,17,-1.04719
150,64,-3.14159
94,88,-1.04719
124,15,2.09441
114,80,2.09441
1,5,2.09441
44,73,-3.14159
143,41,1.04721
103,71,-3.14159
175,38,1.04721
154,73,2.09441
136,10,3.14159
18,32,3.14159
6,83,1.04721
99,51,-1.04719
173,36,-2.09439
162,46,1.04721
171,2,1.04721
138,16,1.04721
120,86,-1.04719
10,58,3.14159
60,46,1.04721
165,27,-1.04719
179,3,1.04721
64,32,9.81064e-06
0,51,2.09441
76,26,3.14159
147,46,1.04721
26,69,9.81064e-06
150,74,-1.04719
132,40,-1.04719
168,39,3.14159
146,72,-3.14159
143,84,2.09441
177,80,2.09441
106,52,1.04721
171,62,-3.14159
99,57,-3.14159
136,89,-1.04719
96,73,-2.09439
67,21,3.14159
31,21,-2.09439
168,85,3.14159
130,84,1.04721
64,69,9.81064e-06
96,66,-2.09439
152,69,-2.09439
111,16,1.04721
73,14,9.81064e-06
18,70,3.14159
30,89,-3.14159
5,7,-1.04719
126,69,1.04721
81,66,3.14159
60,15,3.14159
76,16,-2.09439
142,48,1.04721
121,58,1.04721
161,10,-2.09439
87,28,-3.14159
152,27,-3.14159
57,46,-3.14159
78,59,2.09441
111,49,-1.04719
38,77,-2.09439
8,65,3.14159
7,17,-1.04719
47,66,-2.09439
25,69,2.09441
14,9,-3.14159
72,83,9.81064e-06
39,58,9.81064e-06
117,11,2.09441
67,44,-3.14159
172,32,1.04721
49,58,2.09441
8,79,9.81064e-06
100,46,-2.09439
138,16,3.14159
57,76,-2.09439
137,70,2.09441
124,37,-1.04719
18,49,-1.04719
126,77,-1.04719
93,20,2.09441
24,69,-2.09439
66,64,-2.09439
156,76,-3.14159
23,77,-3.14159
177,16,1.04721
97,81,1.04721
25,48,9.81064e-06
26,19,-3.14159
53,8,-3.14159
113,36,9.81064e-06
31,58,1.04721
25,63,2.09441
29,87,-3.14159
155,84,9.81064e-06
140,72,-3.14159
178,2,-1.04719
157,51,1.04721
18,63,-1.04719
15,70,-3.14159
34,57,-3.14159
22,22,-2.09439
57,18,-3.14159
131,0,9.81064e-06
100,23,-2.09439
172,55,-1.04719
31,13,9.81064e-06
149,38,-2.09439
98,45,9.81064e-06
148,13,2.09441
57,38,3.14159
51,61,-3.14159
154,49,2.09441
12,53,1.04721
61,4,3.14159
144,71,-1.04719
64,34,-3.14159
43,11,3.14159
113,62,-3.14159
21,72,3.14159
46,89,3.14159
14,76,2.09441
126,34,2.09441
138,86,1.04721
49,28,9.81064e-06
55,65,-3.14159
156,31,-1.04719
92,49,-2.09439
45,30,-2.09439
73,48,1.04721
142,19,-1.04719
171,26,2.09441
160,54,-3.14159
146,56,-2.09439
35,79,3.14159
157,51,3.14159
22,85,3.14159
148,15,-3.14159
45,33,1.04721
52,21,-1.04719
159,19,1.04721
56,44,9.81064e-06
19,21,1.04721
111,7,2.09441
81,73,1.04721
47,8,1.04721
150,17,1.04721
168,79,9.81064e-06
133,42,-2.09439
120,61,-2.09439
178,47,9.81064e-06
153,44,1.04721
44,28,-3.14159
2,73,-1.04719
75,77,-2.09439
42,52,-3.14159
124,65,1.04721
71,35,-3.14159
123,37,-1.04719
137,57,-2.09439
13,33,2.09441
126,81,3.14159
111,73,1.04721
45,62,-2.09439
124,62,3.14159
48,82,-1.04719
112,73,2.09441
40,21,2.09441
60,23,-3.14159
76,0,3.14159
1,72,-2.09439
175,30,9.81064e-06
34,85,-1.04719
127,65,-2.09439
38,8,-1.04719
71,57,9.81064e-06
39,4,3.14159
30,63,-2.09439
118,75,1.04721
110,53,3.14159
168,38,9.81064e-06
63,52,3.14159
141,71,-2.09439
38,14,3.14159
75,63,-3.14159
136,20,3.14159
67,0,-2.09439
74,13,3.14159
108,19,-2.09439
164,87,1.04721
47,67,-1.04719
87,72,-3.14159
153,10,-3.14159
19,53,1.04721
132,23,3.14159
99,0,-2.09439
122,23,1.04721
156,0,9.81064e-06
21,86,9.81064e-06
105,32,-3.14159
173,20,9.81064e-06
144,70,1.04721
25,48,-3.14159
147,69,9.81064e-06
77,65,1.04721
51,68,-1.04719
114,47,-2.09439
92,35,-3.14159
25,42,9.81064e-06
50,79,9.81064e-06
72,11,9.81064e-06
175,8,3.14159
105,61,1.04721
76,50,-3.14159
145,84,2.09441
175,53,1.04721
120,26,9.81064e-06
36,25,-1.04719
98,81,-3.14159
171,59,2.09441
148,53,-1.04719
33,0,2.09441
60,19,-3.14159
134,29,-3.14159
138,11,2.09441
15,33,1.04721
41,51,3.14159
54,37,-3.14159
48,30,-2.09439
121,28,-2.09439
156,65,2.09441
89,24,-1.04719
70,7,2.09441
54,27,-1.04719
162,34,1.04721
128,41,-1.04719
38,11,9.81064e-06
5,37,-1.04719
133,50,2.09441
96,47,-1.04719
156,4,-1.04719
103,64,9.81064e-06
69,74,-1.04719
34,58,3.14159
70,72,-2.09439
163,88,-1.04719
34,61,3.14159
167,51,9.81064e-06
89,3,9.81064e-06
58,9,-1.04719
48,59,1.04721
30,38,-1.04719
89,37,1.04721
95,6,9.81064e-06
11,16,-1.04719
50,67,-3.14159
129,11,3.14159
56,72,-1.04719
4,9,9.81064e-06
44,54,-1.04719
79,73,2.09441
37,18,9.81064e-06
110,39,1.04721
155,78,3.14159
110,59,2.09441
90,49,-3.14159
94,57,-1.04719
23,62,-1.04719
144,66,9.81064e-06
120,5,3.14159
138,76,-1.04719
108,48,1.04721
112,38,-3.14159
108,85,-1.04719
38,20,2.09441
111,63,-2.09439
60,83,-3.14159
131,71,3.14159
116,31,-3.14159
89,12,9.81064e-06
101,78,9.81064e-06
74,70,3.14159
165,75,2.09441
153,70,-1.04719
116,88,3.14159
160,8,3.14159
14,24,3.14159
136,38,9.81064e-06
179,50,3.14159
23,56,-2.09439
145,66,2.09441
130,34,-1.04719
7,31,-2.09439
92,52,1.04721
118,78,-3.14159
89,16,-1.04719
170,41,3.14159
121,53,3.14159
88,29,1.04721
149,26,3.14159
79,52,-1.04719
103,30,-1.04719
13,43,-2.09439
86,58,-1.04719
148,17,-1.04719
168,43,2.09441
120,39,1.04721
162,76,-2.09439
7,29,-1.04719
94,39,-1.04719
113,12,9.81064e-06
99,4,2.09441
176,16,3.14159
113,17,2.09441
173,35,-2.09439
26,18,-3.14159
66,32,-1.04719
161,49,-1.04719
26,8,2.09441
6,32,-3.14159
36,19,1.04721
144,86,3.14159
44,76,3.14159
160,23,9.81064e-06
42,72,1.04721
35,22,9.81064e-06
129,72,3.14159
13,12,-2.09439
148,82,3.14159
28,50,9.81064e-06
179,64,9.81064e-06
100,57,-2.09439
83,48,1.04721
12,86,-3.14159
68,49,2.09441
119,33,-1.04719
3,88,-2.09439
76,62,-3.14159
141,13,-3.14159
144,34,2.09441
98,20,-1.04719
173,86,-2.09439
157,56,-1.04719
167,19,-1.04719
166,8,3.14159
158,15,1.04721
75,36,2.09441
14,87,1.04721
113,30,2.09441
54,36,-1.04719
131,73,3.14159
47,27,2.09441
13,63,2.09441
54,52,3.14159
115,6,1.04721
98,5,-3.14159
31,57,2.09441
125,50,-3.14159
103,67,3.14159
147,1,-2.09439
70,14,-3.14159
143,77,3.14159
52,15,-2.09439
130,62,1.04721
154,70,-1.04719
177,62,9.81064e-06
130,54,-1.04719
156,26,2.09441
11,64,3.14159
108,42,9.81064e-06
148,56,9.81064e-06
179,62,2.09441
176,33,9.81064e-06
14,17,-3.14159
112,9,1.04721
170,53,3.14159
114,12,-2.09439
157,9,2.09441
2,88,-3.14159
167,51,1.04721
160,78,9.81064e-06
123,14,2.09441
35,54,1.04721
149,57,-1.04719
3,77,-1.04719
158,42,2.09441
33,71,9.81064e-06
10,89,-2.09439
7,73,1.04721
112,80,-3.14159
136,8,-2.09439
24,23,2.09441
162,62,9.81064e-06
13,37,1.04721
13,84,1.04721
54,24,-3.14159
131,11,-1.04719
154,43,3.14159
125,78,-1.04719
63,76,9.81064e-06
175,17,-3.14159
44,81,-2.09439
158,13,-2.09439
110,6,-3.14159
102,43,3.14159
130,68,9.81064e-06
162,17,-2.09439
93,22,-1.04719
34,3,3.14159
0,57,-3.14159
141,6,3.14159
138,3,-2.09439
3,46,-1.04719
132,15,-2.09439
168,77,3.14159
179,5,-2.09439
6,70,9.81064e-06
52,33,-2.09439
14,20,3.14159
170,61,9.81064e-06
60,34,-2.09439
11,70,9.81064e-06
25,33,-3.14159
127,54,-1.04719
151,25,-3.14159
166,60,-1.04719
35,74,1.04721
169,28,-1.04719
64,4,3.14159
93,42,-3.14159
143,6,-3.14159
69,57,9.81064e-06
122,76,-2.09439
162,63,9.81064e-06
21,31,2.09441
128,43,-3.14159
45,36,2.09441
96,86,2.09441
133,4,9.81064e-06
29,46,9.81064e-06
179,29,2.09441
62,27,-1.04719
174,27,9.81064e-06
61,77,2.09441
42,17,1.04721
84,51,1.04721
83,23,-2.09439
121,77,3.14159
141,52,1.04721
165,15,-1.04719
74,8,3.14159
28,31,3.14159
52,41,-3.14159
21,73,9.81064e-06
179,71,9.81064e-06
132,27,2.09441
119,34,-1.04719
4,84,2.09441
134,60,3.14159
110,1,9.81064e-06
2,6,2.09441
83,14,1.04721
81,66,-3.14159
138,33,9.81064e-06
169,52,-2.09439
130,62,3.14159
174,22,3.14159
159,88,-2.09439
150,68,3.14159
54,57,1.04721
71,33,-3.14159
52,4,-2.09439
40,54,-2.09439
72,17,-2.09439
148,50,-3.14159
1,11,-3.14159
29,63,-3.14159
61,70,2.09441
68,78,3.14159
145,15,-1.04719
59,73,9.81064e-06
15,28,-1.04719
75,34,-3.14159
119,89,-3.14159
66,12,-2.09439
88,78,1.04721
87,83,-3.14159
119,23,-1.04719
85,83,-1.04719
169,50,1.04721
179,51,9.81064e-06
158,33,9.81064e-06
124,32,9.81064e-06
17,52,3.14159
65,68,3.14159
20,43,-2.09439
104,71,9.81064e-06
32,4,3.14159
23,44,3.14159
78,5,-1.04719
152,89,3.14159
30,25,-3.14159
97,71,9.81064e-06
101,38,3.14159
148,27,2.09441
97,66,3.14159
44,31,-1.04719
18,68,-3.14159
46,86,-2.09439
17,28,9.81064e-06
13,9,-3.14159
31,76,-2.09439
107,33,1.04721
47,11,2.09441
66,66,-3.14159
130,61,-1.04719
48,20,2.09441
116,2,9.81064e-06
50,50,-1.04719
119,21,9.81064e-06
34,89,9.81064e-06
140,49,2.09441
1,79,3.14159
151,14,1.04721
176,53,1.04721
176,86,9.81064e-06
83,63,3.14159
4,31,1.04721
72,83,-1.04719
163,27,-3.14159
24,4,9.81064e-06
18,61,-2.09439
9,59,1.04721
56,43,3.14159
103,31,3.14159
63,76,2.09441
98,49,3.14159
11,46,-1.04719
171,57,2.09441
64,76,9.81064e-06
49,16,3.14159
73,2,9.81064e-06
28,24,-1.04719
43,85,9.81064e-06
77,62,3.14159
43,72,9.81064e-06
88,45,-3.14159
59,20,-1.04719
12,86,1.04721
6,59,-2.09439
140,73,-1.04719
124,32,-2.09439
157,46,2.09441
84,17,-3.14159
0,86,3.14159
128,8,1.04721
167,35,-3.14159
96,68,9.81064e-06
28,25,-2.09439
5,24,-3.14159
134,78,-3.14159
87,73,-3.14159
36,33,2.09441
128,5,2.09441
69,22,3.14159
39,89,1.04721
49,18,3.14159
62,3,-2.09439
154,66,2.09441
22,10,9.81064e-06
37,83,-1.04719
6,15,3.14159
158,70,-1.04719
33,80,9.81064e-06
27,62,3.14159
170,65,1.04721
106,23,2.09441
133,60,-3.14159
53,18,3.14159
80,2,2.09441
105,31,2.09441
138,23,2.09441
149,67,2.09441
169,53,3.14159
3,66,9.81064e-06
34,61,2.09441
15,75,3.14159
156,37,-2.09439
148,55,-2.09439
145,16,3.14159
56,54,-3.14159
50,52,9.81064e-06
14,22,-2.09439
43,63,2.09441
90,50,9.81064e-06
94,42,3.14159
173,17,-2.09439
137,68,-1.04719
86,72,1.04721
42,44,1.04721
86,40,1.04721
148,10,2.09441
176,18,2.09441
120,32,3.14159
52,77,2.09441
11,72,1.04721
119,66,9.81064e-06
5,55,1.04721
98,71,-2.09439
12,24,2.09441
25,35,1.04721
65,39,2.09441
103,47,3.14159
148,3,1.04721
141,89,-1.04719
164,32,9.81064e-06
136,34,1.04721
125,73,1.04721
27,80,3.14159
109,15,-3.14159
71,87,9.81064e-06
9,87,1.04721
13,22,3.14159
54,22,-2.09439
67,6,2.09441
65,40,1.04721
21,56,9.81064e-06
78,32,-3.14159
146,49,-3.14159
40,78,3.14159
163,65,-3.14159
149,50,-1.04719
27,78,9.81064e-06
124,77,1.04721
106,85,2.09441
16,28,1.04721
40,44,-1.04719
116,29,3.14159
42,48,2.09441
145,38,2.09441
37,50,3.14159
49,25,3.14159
108,10,2.09441
175,2,9.81064e-06
79,78,-1.04719
110,0,3.14159
104,30,-3.14159
157,29,-3.14159
62,61,1.04721
156,62,9.81064e-06
39,28,3.14159
11,6,-1.04719
165,1,1.04721
1,49,3.14159
25,83,2.09441
33,66,9.81064e-06
137,35,2.09441
13,16,9.81064e-06
122,55,-2.09439
103,53,-2.09439
116,20,-1.04719
27,25,1.04721
157,12,1.04721
68,61,-3.14159
154,87,3.14159
92,11,3.14159
164,74,2.09441
167,81,9.81064e-06
19,68,2.09441
38,7,-3.14159
169,56,-1.04719
40,75,3.14159
42,7,-2.09439
131,4,2.09441
11,38,1.04721
1,88,-1.04719
27,47,3.14159
148,61,-3.14159
14,80,-1.04719
150,46,-3.14159
115,21,2.09441
117,0,-2.09439
94,31,-3.14159
76,9,3.14159
105,61,9.81064e-06
41,87,1.04721
57,39,2.09441
66,77,3.14159
126,24,-1.04719
6,45,-3.14159
119,4,-3.14159
150,57,-2.09439
59,23,1.04721
24,45,-2.09439
78,73,3.14159
55,62,9.81064e-06
24,78,-3.14159
174,15,-2.09439
73,68,-1.04719
162,38,2.09441
42,54,1.04721
110,2,-2.09439
16,8,2.09441
127,69,1.04721
160,25,-2.09439
117,55,3.14159
167,67,3.14159
9,74,9.81064e-06
116,5,-1.04719
152,20,-2.09439
84,44,3.14159
59,54,3.14159
147,87,-2.09439
142,58,1.04721
3,2,1.04721
16,28,-1.04719
140,71,2.09441
142,64,2.09441
94,83,3.14159
169,61,9.81064e-06
144,63,-1.04719
177,89,1.04721
167,55,-3.14159
92,46,9.81064e-06
169,53,1.04721
160,38,-2.09439
76,80,-1.04719
84,53,-3.14159
165,40,2.09441
138,20,-3.14159
93,24,-3.14159
119,88,9.81064e-06
118,6,3.14159
41,43,2.09441
59,88,-2.09439
78,57,-1.04719
52,30,3.14159
14,9,1.04721
40,13,-1.04719
156,16,-1.04719
53,59,-3.14159
135,6,-1.04719
100,25,3.14159
71,18,-1.04719
173,80,9.81064e-06
54,11,3.14159
5,9,-2.09439
155,1,-1.04719
42,20,3.14159
139,77,1.04721
113,42,1.04721
55,88,9.81064e-06
127,6,2.09441
5,76,-2.09439
35,5,-1.04719
20,9,-1.04719
47,36,-1.04719
167,40,9.81064e-06
79,58,-3.14159
153,85,2.09441
119,80,1.04721
43,46,1.04721
163,37,3.14159
39,52,9.81064e-06
146,57,1.04721
84,51,2.09441
179,65,2.09441
80,29,-3.14159
90,61,1.04721
49,24,3.14159
129,69,2.09441
123,0,-3.14159
79,42,9.81064e-06
126,89,-3.14159
104,35,9.81064e-06
167,27,2.09441
116,74,-1.04719
59,6,-1.04719
89,17,9.81064e-06
7,32,9.81064e-06
107,13,2.09441
150,15,9.81064e-06
135,87,3.14159
121,54,3.14159
132,52,-2.09439
137,12,2.09441
95,48,-2.09439
77,38,-3.14159
127,31,-1.04719
57,84,3.14159
68,64,-3.14159
118,59,1.04721
14,87,9.81064e-06
166,2,1.04721
85,12,1.04721
162,9,-1.04719
167,67,-2.09439
166,55,-2.09439
0,74,1.04721
179,53,1.04721
112,0,9.81064e-06
177,88,2.09441
121,57,1.04721
34,69,-2.09439
66,16,9.81064e-06
56,14,-1.04719
168,52,3.14159
115,70,3.14159
165,68,-3.14159
61,55,3.14159
19,42,-2.09439
67,81,-2.09439
138,77,-3.14159
101,49,-1.04719
34,42,9.81064e-06
106,33,9.81064e-06
106,25,-2.09439
31,10,-1.04719
131,80,-3.14159
114,63,3.14159
67,56,3.14159
136,54,-3.14159
167,88,-2.09439
89,0,3.14159
23,74,1.04721
170,81,-1.04719
61,55,1.04721
104,21,-2.09439
164,71,-3.14159
15,61,2.09441
142,74,-1.04719
156,58,2.09441
68,19,3.14159
5,8,3.14159
50,36,-2.09439
54,84,-1.04719
93,39,9.81064e-06
80,20,-1.04719
82,32,-3.14159
82,29,9.81064e-06
104,59,3.14159
11,35,-3.14159
4,41,-1.04719
115,71,-2.09439
24,79,9.81064e-06
58,38,-1.04719
113,65,3.14159
162,11,9.81064e-06
32,79,-2.09439
99,64,9.81064e-06
39,54,-1.04719
40,35,-3.14159
129,68,-1.04719
134,89,3.14159
93,12,1.04721
109,31,3.14159
103,20,3.14159
165,60,-2.09439
167,32,-2.09439
139,15,9.81064e-06
130,25,2.09441
40,23,9.81064e-06
80,29,-1.04719
32,23,-1.04719
36,78,1.04721
100,3,9.81064e-06
178,7,-1.04719
74,86,-2.09439
83,71,9.81064e-06
178,52,3.14159
9,74,1.04721
144,54,9.81064e-06
133,24,-1.04719
104,3,3.14159
82,73,1.04721
26,4,-3.14159
132,48,2.09441
1,11,2.09441
36,79,-1.04719
119,27,-1.04719
71,86,3.14159
52,68,2.09441
81,85,-1.04719
24,64,1.04721
7,52,1.04721
142,7,-2.09439
83,54,-2.09439
127,23,9.81064e-06
165,34,3.14159
32,9,-1.04719
131,61,9.81064e-06
155,68,-3.14159
14,69,-3.14159
178,2,-2.09439
167,76,-1.04719
96,68,2.09441
29,19,-1.04719
105,28,3.14159
169,11,9.81064e-06
145,67,-1.04719
135,38,2.09441
84,64,2.09441
119,78,3.14159
48,21,-1.04719
113,24,1.04721
170,37,-3.14159
129,55,9.81064e-06
12,0,1.04721
76,83,-1.04719
4,15,1.04721
82,63,3.14159
47,64,-2.09439
12,54,3.14159
177,71,9.81064e-06
30,80,3.14159
131,52,2.09441
157,6,-2.09439
75,82,3.14159
172,82,9.81064e-06
59,26,-2.09439
148,50,9.81064e-06
100,15,9.81064e-06
37,31,3.14159
80,25,-1.04719
151,63,1.04721
158,76,-3.14159
139,62,9.81064e-06
42,23,1.04721
58,61,-3.14159
24,17,9.81064e-06
168,27,-3.14159
125,4,1.04721
107,77,9.81064e-06
13,39,2.09441
70,89,9.81064e-06
167,83,2.09441
166,35,1.04721
64,0,2.09441
18,58,3.14159
155,85,1.04721
16,74,2.09441
156,27,-2.09439
143,70,1.04721
31,16,-3.14159
82,73,-2.09439
179,7,-2.09439
96,35,9.81064e-06
7,52,-1.04719
171,8,1.04721
104,69,2.09441
27,38,2.09441
82,46,2.09441
171,3,-3.14159
8,53,3.14159
168,15,3.14159
10,37,1.04721
171,26,1.04721
5,13,3.14159
147,12,-2.09439
154,14,-3.14159
79,60,-3.14159
47,60,3.14159
161,7,2.09441
5,73,-1.04719
52,29,-1.04719
58,47,-3.14159
6,86,-3.14159
129,6,-2.09439
15,31,-3.14159
81,30,-2.09439
140,38,3.14159
176,48,-3.14159
56,52,-3.14159
32,4,1.04721
50,6,-1.04719
62,40,-1.04719
66,4,1.04721
115,74,-1.04719
92,82,-3.14159
110,43,-3.14159
4,28,2.09441
174,48,9.81064e-06
69,79,-2.09439
95,52,9.81064e-06
57,25,9.81064e-06
164,55,3.14159
5,65,-1.04719
99,1,-2.09439
55,51,2.09441
90,29,-2.09439
118,70,-3.14159
171,39,-2.09439
168,70,-2.09439
146,35,3.14159
60,67,2.09441
102,81,-3.14159
18,8,-1.04719
43,12,2.09441
37,61,-3.14159
26,11,-1.04719
111,67,-2.09439
135,31,-3.14159
63,42,-2.09439
21,22,3.14159
91,87,-2.09439
144,58,2.09441
69,29,9.81064e-06
133,38,-2.09439
131,8,-2.09439
102,80,-1.04719
16,67,-3.14159
101,13,1.04721
163,24,-3.14159
122,15,1.04721
82,50,3.14159
30,35,3.14159
113,22,-1.04719
91,25,-2.09439
4,24,-2.09439
173,49,1.04721
168,73,1.04721
9,23,9.81064e-06
69,76,1.04721
165,26,-1.04719
17,74,2.09441
92,89,-2.09439
32,38,-3.14159
46,33,3.14159
141,80,2.09441
2,45,1.04721
68,14,-1.04719
40,23,-1.04719
44,55,9.81064e-06
129,56,-2.09439
41,4,9.81064e-06
8,56,1.04721
158,28,1.04721
45,22,9.81064e-06
141,15,-2.09439
109,73,2.09441
9,5,-2.09439
146,61,9.81064e-06
69,32,9.81064e-06
168,32,-3.14159
71,52,-2.09439
29,63,1.04721
89,45,-3.14159
64,84,2.09441
18,56,-2.09439
171,51,-3.14159
24,0,1.04721
92,28,-1.04719
18,86,-3.14159
134,60,-3.14159
122,33,3.14159
25,21,2.09441
87,42,-3.14159
36,7,-1.04719
7,59,1.04721
112,82,-3.14159
67,62,2.09441
15,46,-3.14159
27,39,-3.14159
100,58,1.04721
54,35,1.04721
125,86,1.04721
159,78,2.09441
145,66,-2.09439
0,85,1.04721
111,32,-3.14159
55,18,-3.14159
44,5,2.09441
26,52,-1.04719
130,43,1.04721
179,45,-1.04719
101,40,-3.14159
81,0,2.09441
175,67,-2.09439
151,88,2.09441
72,11,-3.14159
48,51,-1.04719
178,54,-2.09439
166,19,-1.04719
104,71,-2.09439
60,36,-3.14159
13,36,-2.09439
70,28,-2.09439
62,44,-2.09439
18,48,-2.09439
159,68,3.14159
18,73,-2.09439
14,75,-2.09439
52,62,9.81064e-06
158,83,3.14159
105,31,-3.14159
133,13,-2.09439
75,52,-2.09439
100,2,9.81064e-06
39,54,-2.09439
98,87,-2.09439
175,7,-3.14159
12,69,9.81064e-06
72,71,-2.09439
150,67,1.04721
98,33,3.14159
171,39,3.14159
65,27,9.81064e-06
152,68,9.81064e-06
91,88,2.09441
30,68,-1.04719
101,26,-2.09439
126,0,3.14159
93,68,9.81064e-06
98,22,2.09441
46,41,1.04721
100,33,2.09441
151,69,9.81064e-06
46,24,1.04721
128,33,2.09441
95,37,-3.14159
53,12,1.04721
161,73,-3.14159
44,19,9.81064e-06
102,71,9.81064e-06
56,35,2.09441
89,41,-3.14159
159,11,9.81064e-06
108,65,-3.14159
12,9,2.09441
64,9,-3.14159
24,64,-1.04719
104,66,2.09441
130,16,-2.09439
64,29,3.14159
92,7,9.81064e-06
127,22,1.04721
60,62,3.14159
53,53,-3.14159
88,21,2.09441
87,76,2.09441
81,44,-1.04719
15,6,2.09441
136,26,3.14159
46,3,-3.14159
91,53,3.14159
13,86,-3.14159
154,75,3.14159
37,2,9.81064e-06
31,14,2.09441
29,56,1.04721
76,41,2.09441
5,21,-3.14159
55,27,2.09441
61,48,-2.09439
55,71,-2.09439
143,12,-2.09439
75,2,-1.04719
158,78,-1.04719
145,26,9.81064e-06
118,5,9.81064e-06
154,7,-3.14159
89,51,-3.14159
58,59,1.04721
98,82,-3.14159
141,71,-1.04719
95,37,1.04721
49,16,1.04721
98,52,9.81064e-06
32,44,2.09441
174,67,1.04721
116,84,9.81064e-06
1,73,-2.09439
91,17,-1.04719
140,81,9.81064e-06
98,61,-3.14159
155,50,-3.14159
58,81,-2.09439
87,45,-1.04719
144,48,3.14159
85,23,-1.04719
159,9,-2.09439
52,46,-2.09439
87,89,-1.04719
74,86,1.04721
8,46,-2.09439
35,78,-1.04719
115,75,-2.09439
129,7,-3.14159
7,51,9.81064e-06
82,66,-1.04719
17,6,-2.09439
162,54,2.09441
23,13,-1.04719
109,29,-2.09439
43,82,2.09441
28,14,3.14159
22,17,-2.09439
58,8,-2.09439
121,61,-1.04719
116,67,-2.09439
167,0,9.81064e-06
73,89,9.81064e-06
87,10,-3.14159
100,16,-2.09439
114,65,3.14159
117,47,-1.04719
32,63,3.14159
42,0,-3.14159
35,63,-2.09439
34,57,-1.04719
52,61,9.81064e-06
145,88,9.81064e-06
17,44,3.14159
3,16,-1.04719
16,15,1.04721
8,13,2.09441
60,17,-3.14159
46,63,1.04721
120,29,-1.04719
73,57,2.09441
126,83,9.81064e-06
88,17,2.09441
109,54,-2.09439
120,22,-3.14159
110,31,1.04721
7,29,3.14159
7,0,-1.04719
138,22,3.14159
34,60,1.04721
79,43,3.14159
81,41,-3.14159
146,57,3.14159
127,41,-3.14159
112,88,2.09441
96,17,3.14159
8,41,2.09441
143,30,9.81064e-06
99,17,2.09441
106,75,2.09441
177,46,3.14159
118,7,-2.09439
98,60,-2.09439
142,19,2.09441
152,10,-1.04719
149,18,2.09441
106,22,-2.09439
125,32,9.81064e-06
92,72,-1.04719
150,41,9.81064e-06
7,37,1.04721
47,47,-1.04719
168,31,-2.09439
92,32,3.14159
26,83,3.14159
90,70,9.81064e-06
37,63,3.14159
82,34,-3.14159
109,17,-3.14159
134,10,-1.04719
29,22,2.09441
121,72,2.09441
87,49,3.14159
82,6,3.14159
103,3,3.14159
149,52,-3.14159
157,69,9.81064e-06
43,51,-2.09439
34,34,-3.14159
156,83,-3.14159
158,88,-3.14159
113,44,3.14159
175,17,2.09441
149,40,-3.14159
17,54,-1.04719
24,39,1.04721
136,58,-2.09439
95,88,1.04721
38,20,-2.09439
68,5,-2.09439
127,19,-3.14159
148,87,2.09441
35,40,3.14159
121,3,1.04721
34,13,9.81064e-06
116,56,-2.09439
101,9,-2.09439
142,34,-2.09439
31,1,3.14159
51,29,2.09441
126,45,9.81064e-06
3,58,3.14159
172,48,-1.04719
43,79,-2.09439
5,23,-3.14159
168,28,1.04721
107,6,-3.14159
159,72,-1.04719
150,34,1.04721
91,61,3.14159
5,25,-3.14159
42,47,3.14159
56,28,2.09441
158,45,-3.14159
86,43,1.04721
27,30,3.14159
158,3,9.81064e-06
171,36,-3.14159
39,50,1.04721
171,33,2.09441
83,16,-2.09439
86,88,-1.04719
93,72,1.04721
68,0,-3.14159
23,75,-3.14159
131,45,1.04721
77,62,-2.09439
129,55,2.09441
90,40,-2.09439
148,39,-2.09439
67,35,-1.04719
161,45,9.81064e-06
117,37,1.04721
122,64,2.09441
115,17,9.81064e-06
87,53,-2.09439
152,1,9.81064e-06
113,77,-1.04719
89,64,-2.09439
122,5,-3.14159
80,71,-3.14159
179,13,1.04721
134,44,1.04721
68,11,-1.04719
4,24,1.04721
107,17,9.81064e-06
169,89,1.04721
23,31,1.04721
65,9,2.09441
164,60,2.09441
7,71,2.09441
153,6,-1.04719
42,24,2.09441
69,76,2.09441
138,53,2.09441
156,53,9.81064e-06
56,24,-1.04719
53,19,3.14159
94,69,-3.14159
86,78,-2.09439
71,81,-3.14159
105,41,2.09441
90,46,3.14159
27,79,1.04721
55,58,-3.14159
113,54,3.14159
0,82,9.81064e-06
93,51,1.04721
51,40,-1.04719
120,22,3.14159
6,56,-2.09439
80,51,9.81064e-06
136,71,1.04721
21,10,-2.09439
118,7,1.04721
53,77,-1.04719
177,41,-1.04719
57,65,9.81064e-06
151,26,9.81064e-06
119,38,3.14159
101,18,-3.14159
132,64,-3.14159
68,41,-1.04719
144,9,3.14159
22,39,-3.14159
37,75,9.81064e-06
86,53,3.14159
94,74,3.14159
166,59,9.81064e-06
95,79,1.04721
71,61,2.09441
113,0,-1.04719
98,29,-2.09439
172,75,3.14159
20,79,2.09441
124,10,-2.09439
106,12,3.14159
105,35,1.04721
11,60,3.14159
29,62,1.04721
109,19,-3.14159
159,42,-3.14159
55,81,-3.14159
15,11,-1.04719
26,81,-3.14159
52,37,-1.04719
25,17,-1.04719
16,39,-1.04719
140,6,3.14159
164,34,9.81064e-06
144,61,-2.09439
77,79,-2.09439
70,84,-2.09439
